Link to HLAS Catalog,Author,Country of Origin,English Title,Translator,City where book was published,Name of Publisher,Year book was published,Annotations about translation
https://lccn.loc.gov/bi89007948,"Goldemberg, Isaac ",Peru,Play by play ,Hardie St  Martin ,New York,Persea Books ,1985,"Very good translation of {lcub}Tiempo al tiempo{rcub} (1984). In particular, St. Martin has worked well with the ""chaotic kitsch"" of Goldemberg's sportscaster (Ariel Dorfman) and the novel's two distinct worlds. Decision to lessen some of the original's linguistic play could be questioned, but it no doubt makes the English more accessible."
https://lccn.loc.gov/bi89007952,"Orphée, Elvira ",Argentina,El Angel's last conquest ,Magda Bogin ,New York,Available Press,1985,"As Orphée's prologue (regrettably omitted in English) explains, through these interrelated stories the act of torture is explored as both ""supernatural"" and innately human. Translation catches the torturer's cruelty but misses Orphée's nuance--and therefore the truly provocative nature of her work. Also: awkward prose and some significant, misleading errors."
https://lccn.loc.gov/bi86106561,"Skármeta, Antonio ",Chile,I dreamt the snow was burning ,Malcolm Coad ,New York,Readers International ,1985,"There are big novels on small themes, and small novels on big themes: I dreamt the snow was burning belongs to the latter category. Skármeta writes about the last days of the Allende era in a style that attempts toapproximate Puig's or Cabrera Infante's virtuosity with spoken language."
https://lccn.loc.gov/bi86106563,"Traba, Marta ",Argentina,Mothers and shadows ,Jo Labanyi ,New York,Readers International ,1985,"Argentine writer, Marta Traba, died in a plane crash in Madrid in 1983, along with her husband Angel Rama and other Latin American writers. Mothers and shadows, focuses on the struggle of two women against military repression in Chile, Argentina, and Uruguay. A drawing-room sensibility pervades this political novel."
https://lccn.loc.gov/bi89007936,"Alegría, Fernando",Chile,The funhouse ,Stephen Kessler ,Houston,Arte Público Press ,1986,"Generally a reliable translation of {Amerika, Amerikka, Amerikkka: Manifestos de Vietnam} (1970) - and in sections a very good one. Where English slips occasionaly is in Alegría's long sentences: small inaccuracies are misleading, and at times punctuation and word choice could be better. Omission of three chapters perhaps related to change in title."
https://lccn.loc.gov/bi89007943,"Aridjis, Homero",Mexico,Persephone ,Betty Ferber ,New York,Vintage Books ,1986,"Unfortunate translation that conveys little more than the incidents of Aridjis' ""poetic erotic novel"" or ""novelistic erotic poem."" ""Nearly 200 pages of such writing leaves the reader satiated and exhausted"" ({lcub}Publishers Weekly{rcub}) - as well as unfamiliar with the original work."
https://lccn.loc.gov/bi89007950,"Ibargüengoitia, Jorge ",Mexico,The lightning of August ,Irene del Corral ,New York,Avon Books ,1986,"Once Lupe's voice takes hold, del Corral's version of {Los relámpagos de agosto} reads well. Greatest difficulty for readers unfamililiar with Mexican history will be the allusiveness of Ibargüengoitia's satire. Thus it was a good decision to open with his ""Explanatory Note"" (although not a good decision to omit his brief prologue)."
https://lccn.loc.gov/bi89007951,"Laguerre, Enrique A ",Puerto Rico,Benevolent masters ,Gino Parisi  ,Maplewood ,Waterfront Press ,1986,"Readable but highly literal translation of a rather schematic novel about the rise of a Puerto Rican ""patriot"" or ""dignitary"" (translator and editor offer different equivalents for {prócer}). Notable loss is language, for example the contrast occasioned by Neorican Spanish. Introduction details novel's incidents and symbolism."
https://lccn.loc.gov/bi89007953,"Poniatowska, Elena ",Mexico,Dear Diego ,Katherine Silver ,New York,Pantheon Books ,1986,"""Accurate, elegant"" (James Polk), but somewhat formal translation of Poniatowska's recreation of Angelina Beloff's letters to Diego Rivera. Silver's version conveys Beloff's suffering, her affection for Rivera, and her despair when he leaves her, but a consistently more colloquial choice of words would have made for even greater immediacy."
https://lccn.loc.gov/bi89007954,"Puig, Manuel ",Argentina,Pubis angelical:a novel ,Elena Brunet ,New York,Vintage Books ,1986,"Insofar as accuracy, B.L. Lewis is not wrong to find this translation ""competent."" There are more than ""scattered examples"" of ""graceless literality,"" however, and these have doubtless occasioned much of the ambivalence expressed by North American critics. Only when thoroughly graceful is a stylized translation of heavily stylized language truly competent."
https://lccn.loc.gov/bi92015186,"Rivabella, Omar ",Argentina,Requiem for a woman's soul ,Paul Riviera and Omar Rivabella ,New York,Random House ,1986,"Although the translation cannot be annotated because it was not possible to consult the Spanish original, the English version of this novel has received high praise. Rivabella is an Argentine journalist who now lives in New York City. The focus of his book, as presented through the eyes of a young woman, is ""torture itself...sometimes so horrible that death comes as a relief to its victims"" ({lcub}The New York Times Book Review{rcub})."
https://lccn.loc.gov/bi89007955,"Roa Bastos, Augusto ",Paraguay,"I, the Supreme ",Helen Lane,New York,Alfred A. Knopf ,1986,"Highly praised translation. Readers may wish it had been possible to devise an ""equivalent"" for {El Supremo}'s language combinations, but (as suggested by Carlos Fuentes), translator's footnotes and glossary add ""yet another scriptural level."" Lane has also stretched English, and {her} language combinations merit a reading in their own right."
https://lccn.loc.gov/bi86106562,"Soriano, Osvaldo ",Argentina,A funny dirty little war ,Nick Caistor,London,English Readers International  Inc. ,1986,"Story of a political confrontation in a small village in Argentina. Obscure differences between peronist supporters and leaders escalate in a crescendo of violence culminating in the final massacre... ""Black humor, dizzying action, crisp, sparking dialogue, rapid unemotional style... make this novel gripping reading"" (Italo Calvino). Made into an excellent movie, directed by Héctor Olivera, won award at 1984 Berlin Film Festival."
https://lccn.loc.gov/bi89007959,"Vargas Llosa, Mario ",Peru,The real life of Alejandro Mayta ,Alfred J  Mac Adam,New York,Farrar  Straus  and Giroux ,1986,"Despite occasional inaccuracies, Mac Adam's version is closer to {lcub}La historia de Mayta{rcub} than its title suggests. Translator's most important task here is to capture the narration of an elusive history gathered from many stories and incorporating many tellers. This Mac Adam has done smoothly and well, as numerous reviewers agreed."
https://lccn.loc.gov/bi92012714,"Alegría, Claribel",Nicaragua,Luisa in realityland ,Darwin J  Flakoll ,Willimantic ,Curbstone Press ,1987,"The challenge in this novel of fragments is the continual alternation of prose and poetry selections. Although Claribel Alegría's (English) language has been praised for its ""presence as words"" ({American Book Review}), the mix of lyric and narrative is not always successful, as Electa Arenal indicates in a review that is unusually attentive to Alegría's craft as a writer ({New Directions for Women,} Jan./Feb. 1989)."
https://lccn.loc.gov/bi89007937,"Allende, Isabel",Chile,Of love and shadows ,Margaret Sayers Peden ,New York,Alfred A. Knopf ,1987,"Mixed reviews in both languages no doubt reflect Allende's ""mix"" of fiction and journalism. Accurate, even ""supple"" translation ({New York Times Book Review}), although translator is responsible for some stilted, clichéd passages. The difficulty: Allende herself counts on sterotypes and nostalgia for which it is hard to find appropriate analogies."
https://lccn.loc.gov/bi89007938,"Arenas, Reinaldo",Cuba,Graveyard of the angels ,Alfred J  Mac Adam,New York,Avon Books ,1987,"Capable translation of {La loma del ángel} (1987), Arenas' recreation of Cirilo Villaverde's {Cecilia Valdés} (1882). Multiple voices are rendered well, with one reservation: patois used for the Spanish of black slaves will most likely not please all readers. Also, curious omission of italics in two final chapters."
https://lccn.loc.gov/bi89007940,"Arenas, Reinaldo",Cuba,The ill-fated peregrinations of Fray Servando ,Andrew Hurley,New York,Avon Books ,1987,"Agile, energetic new version of {El mundo alucinante} (1966, first  Gordon Brotherston as {Hallucinations}, 1971). Departing perforce from the ""letter,"" Hurley has admirably recreated in playful and picaresque English the Baroque spirit of the life of Fray Servando Teresa de Mier y Noriega, as told in Arenas' complex narrative. New prologue by Arenas."
https://lccn.loc.gov/bi89007941,"Arenas, Reinaldo",Cuba,Singing from the well ,Andrew Hurley,New York,Viking Press ,1987,"The success of this translation of {lcub}Celestino antes del alba{rcub} (published in Spain as {lcub}Cantando en el pozo{rcub}) owes to a credible recreation of Arenas' young narrator. Also to Hurley's ability to approximate Arenas' balance between fantasy and reality, brutality and tenderness, and to the decision to trim certain repetitions."
